name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom
"Shelldock Isle",0,"Land",,"lrw","272",rare,Blue,Not Owned,Non-foil,true,,,"","",28707,false
"Mistveil Plains",0,"Land - Plains",,"shm","275",uncommon,White,Not Owned,Non-foil,true,,,"","",29361,false
"Windbrisk Heights",0,"Land",,"lrw","281",rare,White,Not Owned,Non-foil,true,,,"","",28621,false
"Spinerock Knoll",0,"Land",,"lrw","274",rare,Red,Not Owned,Non-foil,true,,,"","",28343,false
"Moonring Island",0,"Land - Island",,"shm","276",uncommon,Blue,Not Owned,Non-foil,true,,,"","",29317,false
"Leechridden Swamp",0,"Land - Swamp",,"shm","273",uncommon,Black,Not Owned,Non-foil,true,,,"","",29365,false
"Sapseep Forest",0,"Land - Forest",,"shm","279",uncommon,Green,Not Owned,Non-foil,true,,,"","",29391,false
"Wanderwine Hub",0,"Land",,"lrw","280",rare,null,Not Owned,Non-foil,true,,,"","",28779,false
"Secluded Glen",0,"Land",,"lrw","271",rare,null,Not Owned,Non-foil,true,,,"","",28783,false
"Auntie's Hovel",0,"Land",,"lrw","267",rare,null,Not Owned,Non-foil,true,,,"","",28781,false
"Gilt-Leaf Palace",0,"Land",,"lrw","268",rare,null,Not Owned,Non-foil,true,,,"","",28777,false
"Ancient Amphitheater",0,"Land",,"lrw","266",rare,null,Not Owned,Non-foil,true,,,"","",28775,false
"Pacifism",2,"Enchantment - Aura",W,"j25","234",common,null,Not Owned,Non-foil,true,,,"","",-1,false
"Faerie Swarm",4,"Creature - Faerie",U,"shm","37",uncommon,null,Not Owned,Non-foil,true,,,"","",29779,false
"Apothecary Initiate",1,"Creature - Kithkin Cleric",W,"shm","1",common,null,Owned,Non-foil,true,,,"","",29307,false
"Kithkin Spellduster",5,"Creature - Kithkin Wizard",W,"eve","8",common,null,Owned,Non-foil,true,,,"","",30056,false
"Forfend",2,"Instant",W,"mor","10",common,null,Owned,Non-foil,true,,,"","",29238,false
"Paperfin Rascal",3,"Creature - Merfolk Rogue",U,"lrw","77",common,null,Owned,Non-foil,true,,,"","",28641,false
"Loch Korrigan",4,"Creature - Spirit",B,"shm","71",common,Black,Owned,Non-foil,true,,,"","",29551,false
"Ashling, Flame Dancer",4,"Legendary Creature - Elemental Shaman",R,"mh3","115",mythic,null,Owned,Non-foil,true,,,"","",126247,false
"Blistering Dieflyn",4,"Creature - Imp",R,"shm","82",common,Red,Owned,Non-foil,true,,,"","",29337,false
"Outrage Shaman",5,"Creature - Goblin Shaman",R,"eve","59",uncommon,null,Owned,Non-foil,true,,,"","",30122,false
"Inescapable Brute",6,"Creature - Giant Warrior",R,"shm","95",common,null,Owned,Non-foil,true,,,"","",29423,false
"Hostile Realm",3,"Enchantment - Aura",R,"mor","91",common,null,Owned,Non-foil,true,,,"","",29002,false
"Gloomwidow's Feast",4,"Instant",G,"shm","118",common,null,Owned,Non-foil,true,,,"","",29689,false
"Torpor Dust",3,"Enchantment - Aura",BU,"shm","177",common,null,Owned,Non-foil,true,,,"","",29399,false
"Fossil Find",1,"Sorcery",GR,"shm","206",uncommon,null,Owned,Non-foil,true,,,"","",29285,false
"Reknit",2,"Instant",GW,"shm","236",uncommon,null,Owned,Non-foil,true,,,"","",29701,false
"Wheel of Sun and Moon",2,"Enchantment - Aura",GW,"shm","243",rare,null,Owned,Non-foil,true,,,"","",29487,false
"Scion of Oona",3,"Creature - Faerie Soldier",U,"lrw","83",rare,null,Not Owned,Non-foil,true,,,"","",28427,false
"Sootstoke Kindler",2,"Creature - Elemental Shaman",BR,"shm","195",common,null,Not Owned,Non-foil,true,,,"","",29671,false
"Bile-Vial Boggart",1,"Creature - Goblin Assassin",B,"ecl","87",common,null,Not Owned,Non-foil,true,,,"","",146561,false
"Cinder Strike",1,"Sorcery",R,"ecl","131",common,null,Not Owned,Non-foil,true,,,"","",146653,false
"Dawn-Blessed Pennant",1,"Artifact",,"ecl","254",uncommon,null,Not Owned,Non-foil,true,,,"","",146901,false
"Goldmeadow Nomad",1,"Creature - Kithkin Scout",W,"ecl","18",common,null,Not Owned,Non-foil,true,,,"","",146419,false
"Kinsbaile Aspirant",1,"Creature - Kithkin Citizen",W,"ecl","21",uncommon,null,Not Owned,Non-foil,true,,,"","",146425,false
"Soulbright Seeker",1,"Creature - Elemental Sorcerer",R,"ecl","157",uncommon,null,Not Owned,Non-foil,true,,,"","",146705,false
"Spell Snare",1,"Instant",U,"ecl","71",uncommon,null,Not Owned,Non-foil,true,,,"","",146527,false
"Wanderbrine Trapper",1,"Creature - Merfolk Scout",W,"ecl","42",uncommon,null,Not Owned,Non-foil,true,,,"add","",146467,false
"Auntie's Sentence",2,"Sorcery",B,"ecl","85",common,null,Not Owned,Non-foil,true,,,"","",146557,false
"Dundoolin Weaver",2,"Creature - Kithkin Druid",G,"ecl","175",uncommon,null,Not Owned,Non-foil,true,,,"","",146741,false
"Eclipsed Kithkin",2,"Creature - Kithkin Scout",GW,"ecl","220",uncommon,null,Not Owned,Non-foil,true,,,"","",146833,false
"Explosive Prodigy",2,"Creature - Elemental Sorcerer",R,"ecl","136",uncommon,null,Not Owned,Non-foil,true,,,"add","",146663,false
"Foraging Wickermaw",2,"Artifact Creature - Scarecrow",,"ecl","256",common,null,Not Owned,Non-foil,true,,,"","",146905,false
"Giantfall",2,"Instant",R,"ecl","141",uncommon,null,Not Owned,Non-foil,true,,,"add","",146673,false
"Glamer Gifter",2,"Creature - Faerie Wizard",U,"ecl","49",uncommon,null,Not Owned,Non-foil,true,,,"","",146481,false
"Great Forest Druid",2,"Creature - Treefolk Druid",G,"ecl","178",common,null,Not Owned,Non-foil,true,,,"add","",146747,false
"Keep Out",2,"Instant",W,"ecl","19",common,null,Not Owned,Non-foil,true,,,"","",146421,false
"Lasting Tarfire",2,"Enchantment",R,"ecl","149",uncommon,null,Not Owned,Non-foil,true,,,"","",146689,false
"Sear",2,"Instant",R,"ecl","154",uncommon,null,Not Owned,Non-foil,true,,,"","",146699,false
"Silvergill Mentor",2,"Creature - Merfolk Wizard",U,"ecl","69",uncommon,null,Not Owned,Non-foil,true,,,"","",146523,false
"Unbury",2,"Instant",B,"ecl","123",uncommon,null,Not Owned,Non-foil,true,,,"add","",146635,false
"Wild Unraveling",2,"Instant",U,"ecl","84",common,null,Not Owned,Non-foil,true,,,"","",146555,false
"Blight Rot",3,"Instant",B,"ecl","89",common,null,Not Owned,Non-foil,true,,,"add","",146565,false
"Chomping Changeling",3,"Creature - Shapeshifter",G,"ecl","172",uncommon,null,Not Owned,Non-foil,true,,,"","",146735,false
"Eclipsed Boggart",3,"Creature - Goblin Scout",BR,"ecl","217",uncommon,null,Not Owned,Non-foil,true,,,"","",146827,false
"Eclipsed Flamekin",3,"Creature - Elemental Scout",RU,"ecl","219",uncommon,null,Not Owned,Non-foil,true,,,"","",146831,false
"Eclipsed Merrow",3,"Creature - Merfolk Scout",UW,"ecl","221",uncommon,null,Not Owned,Non-foil,true,,,"","",146835,false
"Eclipsed Elf",3,"Creature - Elf Scout",BG,"ecl","218",uncommon,null,Not Owned,Non-foil,true,,,"","",146829,false
"Crossroads Watcher",3,"Creature - Kithkin Ranger",G,"ecl","173",common,null,Not Owned,Non-foil,true,,,"","",146737,false
"Flock Impostor",3,"Creature - Shapeshifter",W,"ecl","16",uncommon,null,Not Owned,Non-foil,true,,,"","",146415,false
"Gnarlbark Elm",3,"Creature - Treefolk Warlock",B,"ecl","103",uncommon,null,Not Owned,Non-foil,true,,,"","",146593,false
"Moonlit Lamenter",3,"Creature - Treefolk Cleric",W,"ecl","26",uncommon,null,Not Owned,Non-foil,true,,,"watch","",146435,false
"Protective Response",3,"Instant",W,"ecl","29",uncommon,null,Not Owned,Non-foil,true,,,"add","",146441,false
"Silvergill Peddler",3,"Creature - Merfolk Citizen",U,"ecl","70",common,null,Not Owned,Non-foil,true,,,"","",146525,false
"Tend the Sprigs",3,"Sorcery",G,"ecl","197",common,null,Not Owned,Non-foil,true,,,"","",146785,false
"Thirst for Identity",3,"Instant",U,"ecl","79",uncommon,null,Not Owned,Non-foil,true,,,"","",146545,false
"Tributary Vaulter",3,"Creature - Merfolk Warrior",W,"ecl","40",common,null,Not Owned,Non-foil,true,,,"","",146463,false
"Tweeze",3,"Instant",R,"ecl","162",common,null,Not Owned,Non-foil,true,,,"","",146715,false
"Darkness Descends",4,"Sorcery",B,"ecl","97",uncommon,null,Not Owned,Non-foil,true,,,"","",146581,false
"Gathering Stone",4,"Artifact",,"ecl","257",uncommon,null,Not Owned,Non-foil,true,,,"","",146907,false
"Mirrormind Crown",4,"Artifact - Equipment",,"ecl","258",rare,null,Not Owned,Non-foil,true,,,"","",146909,false
"Nightmare Sower",4,"Creature - Faerie Assassin",B,"ecl","114",uncommon,null,Not Owned,Non-foil,true,,,"","",146617,false
"Morningtide's Light",4,"Sorcery",W,"ecl","27",mythic,null,Not Owned,Non-foil,true,,,"","",146437,false
"Perfect Intimidation",4,"Sorcery",B,"ecl","115",uncommon,null,Not Owned,Non-foil,true,,,"","",146619,false
"Maralen, Fae Ascendant",5,"Legendary Creature - Elf Faerie Noble",BGU,"ecl","233",rare,null,Not Owned,Non-foil,true,,,"","",146859,false
"Merrow Skyswimmer",5,"Creature - Merfolk Soldier",UW,"ecl","234",common,null,Not Owned,Non-foil,true,,,"","",146861,false
"Stratosoarer",5,"Creature - Elemental",U,"ecl","72",common,null,Not Owned,Non-foil,true,,,"","",146529,false
"Vibrance",5,"Creature - Elemental Incarnation",GR,"ecl","249",mythic,null,Not Owned,Non-foil,true,,,"","",146891,false
"Wistfulness",5,"Creature - Elemental Incarnation",GU,"ecl","252",mythic,null,Not Owned,Non-foil,true,,,"","",146897,false
"Catharsis",6,"Creature - Elemental Incarnation",RW,"ecl","209",mythic,null,Not Owned,Non-foil,true,,,"","",146811,false
"Deceit",6,"Creature - Elemental Incarnation",BU,"ecl","212",mythic,null,Not Owned,Non-foil,true,,,"","",146817,false
"Emptiness",6,"Creature - Elemental Incarnation",BW,"ecl","222",mythic,null,Not Owned,Non-foil,true,,,"","",146837,false
"Curious Colossus",7,"Creature - Giant Warrior",W,"ecl","12",mythic,null,Not Owned,Non-foil,true,,,"","",146405,false
"Evolving Wilds",0,"Land",,"ecl","264",common,Colorless,Not Owned,Non-foil,true,,,"","",146921,false
"Eclipsed Realms",0,"Land",,"ecl","263",uncommon,Colorless,Not Owned,Non-foil,true,,,"","",146919,false
